career_title,source,selection,esco_id,isco_group,isco_group_name,essential_skills,optional_skills,has_skill_data,alt_labels,description
ICT system developer,esco,core_ict,key_17190,2511,Systems analysts,20,74,yes,ICT systems developers; IT system developer; system developer; systems programmer; ICT systems developer; system software developer; ICT system developers; systems developer,"ICT system developers maintain, audit and improve organisational support systems. They use existing or new technologies to meet particular needs. They test both hardware and software system components, diagnose and resolve system faults."
ICT system integration consultant,esco,core_ict,key_17449,2511,Systems analysts,17,29,yes,network integration consultant; application integration consultant; ICT system integration consultant; system integration consultants; systems integration consultant; systems integration consultants,ICT system integration consultants advise on bringing together different systems to interoperate within an organisation for enabling data sharing and reducing redundancy.
IT auditor,esco,core_ict,key_17637,2511,Systems analysts,19,18,yes,IT auditor; IT Quality Appraiser; ICT auditor; information technology auditor,"IT auditors perform audits of information systems, platforms, and operating procedures in accordance with established corporate standards for efficiency, accuracy and security. They evaluate ICT infrastructure in terms of risk to the organisation and establish controls to mitigate loss. They determine and recommend improvements in the current risk management controls and in the implementation of system changes or upgrades."
blockchain architect,esco,core_ict,key_16650,2511,Systems analysts,14,10,yes,decentralized ledger technology specialist; blockchain technology specialist; blockchain engineer; DLT specialist,"Blockchain architects are ICT system architects that are specialized in blockchain-based solutions. They design architecture, components, modules, interfaces, and data for a decentralized system to meet specified requirements."
computer scientist,esco,core_ict,key_17861,2511,Systems analysts,43,34,yes,IT scientist; ICT science researcher; computers scientist; ICT scientist; ICT research scientist; computer scientist; IT research scientist; IT researcher,"Computer scientists conduct research in computer and information science, directed toward greater knowledge and understanding of fundamental aspects of ICT phenomena. They write research reports and proposals. Computer scientists also invent and design new approaches to computing technology, find innovative uses for existing technology and studies and solve complex problems in computing."
computer vision engineer,esco,core_ict,key_15511,2511,Systems analysts,26,14,yes,computer vision applied scientist; computer vision specialist; computer vision expert,"Computer vision engineers research, design, develop, and train artificial intelligence algorithms and machine learning primitives that understand the content of digital images based on a large amount of data. They apply this understanding to solve different real-world problems such as security, autonomous driving, robotic manufacturing, digital image classification, medical image processing and diagnosis, etc."
data analyst,esco,core_ict,key_17704,2511,Systems analysts,30,22,yes,data warehousing analyst; data storage analyst; data warehouse analyst,"Data analysts import, inspect, clean, transform, validate, model, or interpret collections of data with regard to the business goals of the company. They ensure that the data sources and repositories provide consistent and reliable data. Data analysts use different algorithms and IT tools as demanded by the situation and the current data. They might prepare reports in the form of visualisations such as graphs, charts, and dashboards."
data scientist,esco,core_ict,key_15630,2511,Systems analysts,54,21,yes,data scientist; data research scientist; research data scientist; data expert; data engineer,"Data scientists find and interpret rich data sources, manage large amounts of data, merge data sources, ensure consistency of data-sets, and create visualisations to aid in understanding data. They build mathematical models using data, present and communicate data insights and findings to specialists and scientists in their team and if required, to a non-expert audience, and recommend ways to apply the data."
embedded system designer,esco,core_ict,key_15366,2511,Systems analysts,15,59,yes,embedded system developer; embedded software developer; embedded system programmer; embedded systems designers; embedded systems developer; embedded system designer; embedded systems programmer,Embedded system designers translate and design requirements and the high-level plan or architecture of an embedded control system according to technical software specifications.
enterprise architect,esco,core_ict,key_15704,2511,Systems analysts,22,67,yes,enterprise architects; enterprise architect; enterprise architecture manager; enterprise developer; enterprise designer,"Enterprise architects balance technological opportunities with business requirements. They also maintain a holistic view of the organisation's strategy, processes, information and ICT assets and link the business mission, strategy and processes to the ICT strategy."
green ICT consultant,esco,core_ict,key_15590,2511,Systems analysts,11,10,yes,green ICT consultants; IT environmental consultant; ICT environmental consultant; green IT consultant; green ICT consultant; ICT sustainability systems consultant,"Green ICT consultants advise organisations on their green ICT strategy and its implementation in the most effective and efficient manner to allow the organisation to reach their short, mid, and long term ICT environmental objectives."
integration engineer,esco,core_ict,key_15265,2511,Systems analysts,15,71,yes,software integration engineer; ICT integration engineers; IT integration engineer; system integration engineer; integration engineer,Integration engineers develop and implement solutions which coordinate applications across the enterprise or its units and departments. They evaluate existing components or systems to determine integration requirements and ensure that the final solutions meet organisational needs. They reuse components when possible and assist management in taking decisions. They perform ICT system integration troubleshooting.
user experience analyst,esco,core_ict,key_18106,2511,Systems analysts,17,28,yes,user experience officer; usability analyst; user experience analyst; user experience analysts,"User experience analysts assess client interaction and experience and analyse users' behaviours, attitudes, and emotions about the usage of a particular product, system or service. They make proposals for the improvement of the interface and usability of products, systems or services. In doing so, they take into consideration the practical, experiential, affective, meaningful and valuable aspects of human–computer interaction and product ownership, as well as the person's perceptions of system aspects such as utility, ease of use and efficiency, and user experience dynamics."
assistive technologist,esco,adjacent_tech,key_16117,2359,Teaching professionals not elsewhere classified,38,15,yes,educational technology advisor; educational technologist; special needs technologist; assistive technology technician; assistive technology assessor; educational assistive technologist; assistive  technology facilitator; IT disability support advisor,"Assistive technologists work to improve access to learning or/and improving independence and participation for individuals with disabilities. They do this through learner support and staff support with activities such as assessments, training and guidance. Assistive technologists have a good understanding of learners’ needs and a wide technology knowledge relevant to learning, living or work context. The role requires knowledge of assistive technology hardware and software such as text to speech, prediction, dictation, vision and physical access tools."
